2026-06-15 20:31:53,814 | INFO    | __main__ | Comandos: !barril, !cura, !drop, !formiga
2026-06-15 23:36:03,065 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@joao_zoeira)
2026-06-15 23:36:06,868 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-15 23:36:06,869 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-15 23:36:06,872 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-15 23:36:10,390 | INFO    | src.command_queue | Enfileirado: !formiga por @pedrocaos (fila=1)
2026-06-15 23:36:10,391 | WARNING | src.command_queue | Jogo fora de foco; descartando !formiga
2026-06-15 23:36:15,579 | INFO    | src.tiktok_listener | Presente executavel: gamepad de @ana.gamer
2026-06-15 23:36:15,580 | INFO    | src.command_queue | Enfileirado: gamepad por @ana.gamer (fila=1)
2026-06-15 23:36:15,584 | INFO    | src.command_queue | Executado: gamepad por @ana.gamer
2026-06-15 23:36:21,544 | INFO    | src.tiktok_listener | Meta de likes batida por @pedrocaos -> zumbi
2026-06-15 23:36:21,544 | INFO    | src.command_queue | Enfileirado: __likes__ por @pedrocaos (fila=1)
2026-06-15 23:36:21,552 | INFO    | src.command_queue | Executado: __likes__ por @pedrocaos
2026-06-15 23:36:23,412 | INFO    | src.tiktok_listener | Presente executavel: tiktok de @ana.gamer
2026-06-15 23:36:23,413 | INFO    | src.command_queue | Enfileirado: tiktok por @ana.gamer (fila=1)
2026-06-15 23:36:23,416 | INFO    | src.command_queue | Executado: tiktok por @ana.gamer
2026-06-15 23:36:30,869 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-15 23:36:30,870 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:36:33,616 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-15 23:36:33,616 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-15 23:36:33,628 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-15 23:36:35,299 | INFO    | src.tiktok_listener | Simulacao rodando (tick 320)
2026-06-15 23:36:38,803 | INFO    | src.command_queue | Enfileirado: !cura por @ana.gamer (fila=1)
2026-06-15 23:36:38,804 | WARNING | src.command_queue | Jogo fora de foco; descartando !cura
2026-06-15 23:36:42,298 | INFO    | src.tiktok_listener | Presente executavel: Rose de @joao_zoeira
2026-06-15 23:36:42,298 | INFO    | src.command_queue | Enfileirado: Rose por @joao_zoeira (fila=1)
2026-06-15 23:36:42,301 | INFO    | src.command_queue | Executado: Rose por @joao_zoeira
2026-06-15 23:36:49,308 | INFO    | src.tiktok_listener | Presente executavel: tiny diny de @joao_zoeira
2026-06-15 23:36:49,308 | INFO    | src.command_queue | Enfileirado: tiny diny por @joao_zoeira (fila=1)
2026-06-15 23:36:49,312 | INFO    | src.command_queue | Executado: tiny diny por @joao_zoeira
2026-06-15 23:36:53,019 | INFO    | src.tiktok_listener | Presente executavel: tiny diny de @pedrocaos
2026-06-15 23:36:53,019 | INFO    | src.command_queue | Enfileirado: tiny diny por @pedrocaos (fila=1)
2026-06-15 23:36:53,023 | INFO    | src.command_queue | Executado: tiny diny por @pedrocaos
2026-06-15 23:36:55,275 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@ana.gamer)
2026-06-15 23:36:58,737 | INFO    | src.tiktok_listener | Meta de likes batida por @pedrocaos -> zumbi
2026-06-15 23:36:58,737 | INFO    | src.command_queue | Enfileirado: __likes__ por @pedrocaos (fila=1)
2026-06-15 23:36:58,741 | INFO    | src.command_queue | Executado: __likes__ por @pedrocaos
2026-06-15 23:37:05,945 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-15 23:37:05,945 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-15 23:37:05,949 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-15 23:37:13,349 | INFO    | src.tiktok_listener | Presente executavel: tiny diny de @pedrocaos
2026-06-15 23:37:13,349 | INFO    | src.command_queue | Enfileirado: tiny diny por @pedrocaos (fila=1)
2026-06-15 23:37:13,353 | INFO    | src.command_queue | Executado: tiny diny por @pedrocaos
2026-06-15 23:37:16,082 | INFO    | src.command_queue | Enfileirado: !formiga por @ana.gamer (fila=1)
2026-06-15 23:37:16,083 | WARNING | src.command_queue | Jogo fora de foco; descartando !formiga
2026-06-15 23:37:18,677 | INFO    | src.tiktok_listener | Presente executavel: tiktok de @lua_fps
2026-06-15 23:37:18,677 | INFO    | src.command_queue | Enfileirado: tiktok por @lua_fps (fila=1)
2026-06-15 23:37:18,681 | INFO    | src.command_queue | Executado: tiktok por @lua_fps
2026-06-15 23:37:22,199 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-15 23:37:22,199 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:37:25,677 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@lua_fps)
2026-06-15 23:37:31,080 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-15 23:37:31,081 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-15 23:37:31,084 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-15 23:37:33,970 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-15 23:37:33,970 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-15 23:37:33,971 | INFO    | src.tiktok_listener | Simulacao rodando (tick 340)
2026-06-15 23:37:33,975 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-15 23:37:40,180 | INFO    | src.command_queue | Enfileirado: !barril por @lua_fps (fila=1)
2026-06-15 23:37:40,181 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:37:42,235 | INFO    | src.tiktok_listener | Presente executavel: gamepad de @pedrocaos
2026-06-15 23:37:42,235 | INFO    | src.command_queue | Enfileirado: gamepad por @pedrocaos (fila=1)
2026-06-15 23:37:42,238 | INFO    | src.command_queue | Executado: gamepad por @pedrocaos
2026-06-15 23:37:45,681 | INFO    | src.command_queue | Enfileirado: !cura por @lua_fps (fila=1)
2026-06-15 23:37:45,683 | WARNING | src.command_queue | Jogo fora de foco; descartando !cura
2026-06-15 23:37:50,872 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@lua_fps)
2026-06-15 23:37:52,943 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-15 23:37:52,943 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-15 23:37:52,948 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-15 23:37:54,616 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@lua_fps)
2026-06-15 23:37:57,013 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-15 23:37:57,013 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:37:59,456 | INFO    | src.tiktok_listener | Presente executavel: Rose de @pedrocaos
2026-06-15 23:37:59,457 | INFO    | src.command_queue | Enfileirado: Rose por @pedrocaos (fila=1)
2026-06-15 23:37:59,460 | INFO    | src.command_queue | Executado: Rose por @pedrocaos
2026-06-15 23:38:02,134 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-15 23:38:02,134 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-15 23:38:02,138 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-15 23:38:05,287 | INFO    | src.command_queue | Enfileirado: !formiga por @joao_zoeira (fila=1)
2026-06-15 23:38:05,287 | WARNING | src.command_queue | Jogo fora de foco; descartando !formiga
2026-06-15 23:38:07,190 | INFO    | src.command_queue | Enfileirado: !barril por @pedrocaos (fila=1)
2026-06-15 23:38:07,191 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:38:11,162 | INFO    | src.command_queue | Enfileirado: !drop por @ana.gamer (fila=1)
2026-06-15 23:38:11,163 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-15 23:38:13,217 | INFO    | src.cooldown | Descartado por cooldown global: !formiga (user=@pedrocaos)
2026-06-15 23:38:19,729 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-15 23:38:19,730 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:38:22,139 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-15 23:38:22,139 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-15 23:38:22,140 | INFO    | src.tiktok_listener | Simulacao rodando (tick 360)
2026-06-15 23:38:22,143 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-15 23:38:25,689 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-15 23:38:25,690 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-15 23:38:25,693 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-15 23:38:30,804 | INFO    | src.tiktok_listener | Presente executavel: mishka bear de @pedrocaos
2026-06-15 23:38:30,804 | INFO    | src.command_queue | Enfileirado: mishka bear por @pedrocaos (fila=1)
2026-06-15 23:38:30,808 | INFO    | src.command_queue | Executado: mishka bear por @pedrocaos
2026-06-15 23:38:33,380 | INFO    | src.command_queue | Enfileirado: !formiga por @ana.gamer (fila=1)
2026-06-15 23:38:33,381 | WARNING | src.command_queue | Jogo fora de foco; descartando !formiga
2026-06-15 23:38:37,058 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-15 23:38:37,059 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:38:38,882 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-15 23:38:38,882 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-15 23:38:38,886 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-15 23:38:45,106 | INFO    | src.tiktok_listener | Presente executavel: mishka bear de @ana.gamer
2026-06-15 23:38:45,106 | INFO    | src.command_queue | Enfileirado: mishka bear por @ana.gamer (fila=1)
2026-06-15 23:38:45,110 | INFO    | src.command_queue | Executado: mishka bear por @ana.gamer
2026-06-15 23:38:55,268 | INFO    | src.tiktok_listener | Presente executavel: tiktok de @joao_zoeira
2026-06-15 23:38:55,268 | INFO    | src.command_queue | Enfileirado: tiktok por @joao_zoeira (fila=1)
2026-06-15 23:38:55,272 | INFO    | src.command_queue | Executado: tiktok por @joao_zoeira
2026-06-15 23:38:56,922 | INFO    | src.tiktok_listener | Meta de likes batida por @lua_fps -> zumbi
2026-06-15 23:38:56,922 | INFO    | src.command_queue | Enfileirado: __likes__ por @lua_fps (fila=1)
2026-06-15 23:38:56,926 | INFO    | src.command_queue | Executado: __likes__ por @lua_fps
2026-06-15 23:39:04,275 | INFO    | src.command_queue | Enfileirado: !drop por @ana.gamer (fila=1)
2026-06-15 23:39:04,276 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-15 23:39:07,212 | INFO    | src.tiktok_listener | Presente executavel: tiny diny de @pedrocaos
2026-06-15 23:39:07,212 | INFO    | src.command_queue | Enfileirado: tiny diny por @pedrocaos (fila=1)
2026-06-15 23:39:07,216 | INFO    | src.command_queue | Executado: tiny diny por @pedrocaos
2026-06-15 23:39:08,989 | INFO    | src.command_queue | Enfileirado: !formiga por @lua_fps (fila=1)
2026-06-15 23:39:08,990 | WARNING | src.command_queue | Jogo fora de foco; descartando !formiga
2026-06-15 23:39:08,990 | INFO    | src.tiktok_listener | Simulacao rodando (tick 380)
2026-06-15 23:39:17,901 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-15 23:39:17,901 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-15 23:39:17,905 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-15 23:39:21,924 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-15 23:39:21,925 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:39:24,104 | INFO    | src.cooldown | Descartado por cooldown de usuario: !drop (user=@ana.gamer)
2026-06-15 23:39:27,840 | INFO    | src.cooldown | Descartado por cooldown de usuario: !drop (user=@ana.gamer)
2026-06-15 23:39:34,680 | INFO    | src.command_queue | Enfileirado: !drop por @lua_fps (fila=1)
2026-06-15 23:39:34,681 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-15 23:39:38,219 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@joao_zoeira)
2026-06-15 23:39:43,557 | INFO    | src.tiktok_listener | Meta de likes batida por @joao_zoeira -> zumbi
2026-06-15 23:39:43,558 | INFO    | src.command_queue | Enfileirado: __likes__ por @joao_zoeira (fila=1)
2026-06-15 23:39:43,561 | INFO    | src.command_queue | Executado: __likes__ por @joao_zoeira
2026-06-15 23:39:46,861 | INFO    | src.command_queue | Enfileirado: !cura por @joao_zoeira (fila=1)
2026-06-15 23:39:46,862 | WARNING | src.command_queue | Jogo fora de foco; descartando !cura
2026-06-15 23:39:48,886 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-15 23:39:48,887 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:39:51,980 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@ana.gamer)
2026-06-15 23:39:55,794 | INFO    | src.tiktok_listener | Presente executavel: gg de @joao_zoeira
2026-06-15 23:39:55,794 | INFO    | src.command_queue | Enfileirado: gg por @joao_zoeira (fila=1)
2026-06-15 23:39:55,797 | INFO    | src.command_queue | Executado: gg por @joao_zoeira
2026-06-15 23:39:57,712 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-15 23:39:57,712 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-15 23:39:57,716 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-15 23:39:59,553 | INFO    | src.cooldown | Descartado por cooldown global: !cura (user=@ana.gamer)
2026-06-15 23:40:06,431 | INFO    | src.command_queue | Enfileirado: !drop por @lua_fps (fila=1)
2026-06-15 23:40:06,432 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-15 23:40:06,432 | INFO    | src.tiktok_listener | Simulacao rodando (tick 400)
2026-06-15 23:40:15,381 | INFO    | src.tiktok_listener | Presente executavel: gg de @pedrocaos
2026-06-15 23:40:15,381 | INFO    | src.command_queue | Enfileirado: gg por @pedrocaos (fila=1)
2026-06-15 23:40:15,385 | INFO    | src.command_queue | Executado: gg por @pedrocaos
2026-06-15 23:40:22,084 | INFO    | src.cooldown | Descartado por cooldown de usuario: !drop (user=@lua_fps)
2026-06-15 23:40:25,190 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-15 23:40:25,191 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:40:30,333 | INFO    | src.tiktok_listener | Presente executavel: tiktok de @ana.gamer
2026-06-15 23:40:30,333 | INFO    | src.command_queue | Enfileirado: tiktok por @ana.gamer (fila=1)
2026-06-15 23:40:30,335 | INFO    | src.command_queue | Executado: tiktok por @ana.gamer
2026-06-15 23:40:33,873 | INFO    | src.command_queue | Enfileirado: !drop por @ana.gamer (fila=1)
2026-06-15 23:40:33,873 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-15 23:40:36,483 | INFO    | src.cooldown | Descartado por cooldown de usuario: !cura (user=@joao_zoeira)
2026-06-15 23:40:39,900 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-15 23:40:39,900 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-15 23:40:39,904 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-15 23:40:45,086 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-15 23:40:45,087 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:40:47,018 | INFO    | src.tiktok_listener | Presente executavel: mishka bear de @ana.gamer
2026-06-15 23:40:47,019 | INFO    | src.command_queue | Enfileirado: mishka bear por @ana.gamer (fila=1)
2026-06-15 23:40:47,022 | INFO    | src.command_queue | Executado: mishka bear por @ana.gamer
2026-06-15 23:40:49,458 | INFO    | src.tiktok_listener | Presente executavel: tiktok de @ana.gamer
2026-06-15 23:40:49,458 | INFO    | src.command_queue | Enfileirado: tiktok por @ana.gamer (fila=1)
2026-06-15 23:40:49,461 | INFO    | src.command_queue | Executado: tiktok por @ana.gamer
2026-06-15 23:40:52,162 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@lua_fps)
2026-06-15 23:40:56,920 | INFO    | src.tiktok_listener | Presente executavel: gg de @joao_zoeira
2026-06-15 23:40:56,920 | INFO    | src.command_queue | Enfileirado: gg por @joao_zoeira (fila=1)
2026-06-15 23:40:56,923 | INFO    | src.command_queue | Executado: gg por @joao_zoeira
2026-06-15 23:40:58,852 | INFO    | src.command_queue | Enfileirado: !cura por @pedrocaos (fila=1)
2026-06-15 23:40:58,853 | WARNING | src.command_queue | Jogo fora de foco; descartando !cura
2026-06-15 23:41:01,778 | INFO    | src.cooldown | Descartado por cooldown global: !cura (user=@ana.gamer)
2026-06-15 23:41:01,779 | INFO    | src.tiktok_listener | Simulacao rodando (tick 420)
2026-06-15 23:41:05,660 | INFO    | src.tiktok_listener | Presente executavel: tiny diny de @joao_zoeira
2026-06-15 23:41:05,660 | INFO    | src.command_queue | Enfileirado: tiny diny por @joao_zoeira (fila=1)
2026-06-15 23:41:05,664 | INFO    | src.command_queue | Executado: tiny diny por @joao_zoeira
2026-06-15 23:41:07,515 | INFO    | src.cooldown | Descartado por cooldown global: !cura (user=@pedrocaos)
2026-06-15 23:41:11,300 | INFO    | src.tiktok_listener | Novo seguidor @lua_fps -> fogo
2026-06-15 23:41:11,300 | INFO    | src.command_queue | Enfileirado: __follow__ por @lua_fps (fila=1)
2026-06-15 23:41:11,304 | INFO    | src.command_queue | Executado: __follow__ por @lua_fps
2026-06-15 23:41:13,093 | INFO    | src.tiktok_listener | Presente executavel: mishka bear de @lua_fps
2026-06-15 23:41:13,093 | INFO    | src.command_queue | Enfileirado: mishka bear por @lua_fps (fila=1)
2026-06-15 23:41:13,097 | INFO    | src.command_queue | Executado: mishka bear por @lua_fps
2026-06-15 23:41:16,740 | INFO    | src.cooldown | Descartado por cooldown global: !cura (user=@joao_zoeira)
2026-06-15 23:41:19,179 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-15 23:41:19,179 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-15 23:41:19,183 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-15 23:41:20,946 | INFO    | src.cooldown | Descartado por cooldown de usuario: !cura (user=@pedrocaos)
2026-06-15 23:41:23,633 | INFO    | src.tiktok_listener | Meta de likes batida por @joao_zoeira -> zumbi
2026-06-15 23:41:23,633 | INFO    | src.command_queue | Enfileirado: __likes__ por @joao_zoeira (fila=1)
2026-06-15 23:41:23,637 | INFO    | src.command_queue | Executado: __likes__ por @joao_zoeira
2026-06-15 23:41:28,871 | INFO    | src.tiktok_listener | Novo seguidor @lua_fps -> fogo
2026-06-15 23:41:28,871 | INFO    | src.command_queue | Enfileirado: __follow__ por @lua_fps (fila=1)
2026-06-15 23:41:28,875 | INFO    | src.command_queue | Executado: __follow__ por @lua_fps
2026-06-15 23:41:31,094 | INFO    | src.command_queue | Enfileirado: !formiga por @lua_fps (fila=1)
2026-06-15 23:41:31,095 | WARNING | src.command_queue | Jogo fora de foco; descartando !formiga
2026-06-15 23:41:33,439 | INFO    | src.command_queue | Enfileirado: !cura por @ana.gamer (fila=1)
2026-06-15 23:41:33,440 | WARNING | src.command_queue | Jogo fora de foco; descartando !cura
2026-06-15 23:41:35,627 | INFO    | src.tiktok_listener | Presente executavel: Rose de @joao_zoeira
2026-06-15 23:41:35,627 | INFO    | src.command_queue | Enfileirado: Rose por @joao_zoeira (fila=1)
2026-06-15 23:41:35,631 | INFO    | src.command_queue | Executado: Rose por @joao_zoeira
2026-06-15 23:41:39,508 | INFO    | src.command_queue | Enfileirado: !drop por @pedrocaos (fila=1)
2026-06-15 23:41:39,509 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-15 23:41:46,531 | INFO    | src.tiktok_listener | Presente executavel: tiny diny de @lua_fps
2026-06-15 23:41:46,532 | INFO    | src.command_queue | Enfileirado: tiny diny por @lua_fps (fila=1)
2026-06-15 23:41:46,536 | INFO    | src.command_queue | Executado: tiny diny por @lua_fps
2026-06-15 23:41:48,139 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-15 23:41:48,139 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-15 23:41:48,144 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-15 23:41:49,731 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-15 23:41:49,731 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-15 23:41:49,735 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-15 23:41:55,891 | INFO    | src.tiktok_listener | Simulacao rodando (tick 440)
2026-06-15 23:41:59,582 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-15 23:41:59,582 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-15 23:41:59,586 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-15 23:42:05,961 | INFO    | src.tiktok_listener | Meta de likes batida por @lua_fps -> zumbi
2026-06-15 23:42:05,961 | INFO    | src.command_queue | Enfileirado: __likes__ por @lua_fps (fila=1)
2026-06-15 23:42:05,965 | INFO    | src.command_queue | Executado: __likes__ por @lua_fps
2026-06-15 23:42:08,389 | INFO    | src.tiktok_listener | Presente executavel: Rose de @lua_fps
2026-06-15 23:42:08,389 | INFO    | src.command_queue | Enfileirado: Rose por @lua_fps (fila=1)
2026-06-15 23:42:08,393 | INFO    | src.command_queue | Executado: Rose por @lua_fps
2026-06-15 23:42:11,574 | INFO    | src.command_queue | Enfileirado: !cura por @joao_zoeira (fila=1)
2026-06-15 23:42:11,575 | WARNING | src.command_queue | Jogo fora de foco; descartando !cura
2026-06-15 23:42:17,226 | INFO    | src.command_queue | Enfileirado: !barril por @lua_fps (fila=1)
2026-06-15 23:42:17,227 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:42:19,264 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@lua_fps)
2026-06-15 23:42:21,555 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-15 23:42:21,555 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-15 23:42:21,559 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-15 23:42:23,268 | INFO    | src.tiktok_listener | Presente executavel: gamepad de @joao_zoeira
2026-06-15 23:42:23,268 | INFO    | src.command_queue | Enfileirado: gamepad por @joao_zoeira (fila=1)
2026-06-15 23:42:23,272 | INFO    | src.command_queue | Executado: gamepad por @joao_zoeira
2026-06-15 23:42:25,880 | INFO    | src.tiktok_listener | Presente executavel: gg de @ana.gamer
2026-06-15 23:42:25,880 | INFO    | src.command_queue | Enfileirado: gg por @ana.gamer (fila=1)
2026-06-15 23:42:25,883 | INFO    | src.command_queue | Executado: gg por @ana.gamer
2026-06-15 23:42:27,980 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-15 23:42:27,980 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:42:34,982 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@joao_zoeira)
2026-06-15 23:42:38,630 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@lua_fps)
2026-06-15 23:42:41,380 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-15 23:42:41,381 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:42:48,379 | INFO    | src.command_queue | Enfileirado: !cura por @pedrocaos (fila=1)
2026-06-15 23:42:48,379 | WARNING | src.command_queue | Jogo fora de foco; descartando !cura
2026-06-15 23:42:50,556 | INFO    | src.command_queue | Enfileirado: !drop por @ana.gamer (fila=1)
2026-06-15 23:42:50,557 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-15 23:42:50,557 | INFO    | src.tiktok_listener | Simulacao rodando (tick 460)
2026-06-15 23:42:53,848 | INFO    | src.tiktok_listener | Novo seguidor @lua_fps -> fogo
2026-06-15 23:42:53,849 | INFO    | src.command_queue | Enfileirado: __follow__ por @lua_fps (fila=1)
2026-06-15 23:42:53,853 | INFO    | src.command_queue | Executado: __follow__ por @lua_fps
2026-06-15 23:42:59,656 | INFO    | src.command_queue | Enfileirado: !barril por @pedrocaos (fila=1)
2026-06-15 23:42:59,657 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-15 23:43:02,555 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-15 23:43:02,555 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-15 23:43:02,559 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-15 23:43:04,957 | INFO    | src.tiktok_listener | Presente executavel: gamepad de @ana.gamer
2026-06-15 23:43:04,957 | INFO    | src.command_queue | Enfileirado: gamepad por @ana.gamer (fila=1)
2026-06-15 23:43:04,961 | INFO    | src.command_queue | Executado: gamepad por @ana.gamer
2026-06-15 23:43:07,856 | INFO    | src.cooldown | Descartado por cooldown global: !cura (user=@lua_fps)
2026-06-15 23:43:09,638 | INFO    | src.tiktok_listener | Presente executavel: gg de @joao_zoeira
2026-06-15 23:43:09,638 | INFO    | src.command_queue | Enfileirado: gg por @joao_zoeira (fila=1)
2026-06-15 23:43:09,642 | INFO    | src.command_queue | Executado: gg por @joao_zoeira
2026-06-15 23:43:12,444 | INFO    | src.tiktok_listener | Presente executavel: mishka bear de @joao_zoeira
2026-06-15 23:43:12,444 | INFO    | src.command_queue | Enfileirado: mishka bear por @joao_zoeira (fila=1)
2026-06-15 23:43:12,448 | INFO    | src.command_queue | Executado: mishka bear por @joao_zoeira
2026-06-15 23:43:14,660 | INFO    | src.command_queue | Enfileirado: !drop por @joao_zoeira (fila=1)
2026-06-15 23:43:14,661 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-15 23:43:16,504 | INFO    | src.tiktok_listener | Meta de likes batida por @ana.gamer -> zumbi
2026-06-15 23:43:16,504 | INFO    | src.command_queue | Enfileirado: __likes__ por @ana.gamer (fila=1)
2026-06-15 23:43:16,512 | INFO    | src.command_queue | Executado: __likes__ por @ana.gamer
